"league","area","retrieved_from_url","start_time","end_time","team1","team2","outcome","team1_odds","team2_odds","draw_odds"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456423500","1456428900","Basel","St Etienne ","TEAM1","1.92","4.07","3.51"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456423500","1456428900","FC Porto","Dortmund ","TEAM2","3.76","1.98","3.52"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456423500","1456428900","Manchester United","Midtjylland ","TEAM1","1.26","12.6","5.85"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456423500","1456428900","Molde","Sevilla ","TEAM1","5.02","1.64","4.2"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456423500","1456428900","Napoli","Villarreal ","DRAW","1.56","6.3","4.01"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456423500","1456428900","Olympiakos Piraeus","Anderlecht ","TEAM2","1.43","7.5","4.55"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456423500","1456428900","Tottenham","Fiorentina ","TEAM1","1.91","4.16","3.51"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456416000","1456421400","Ath Bilbao","Marseille ","DRAW","1.93","4.34","3.34"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456416000","1456421400","Bayer Leverkusen","Sporting ","TEAM1","1.63","5.41","3.93"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456416000","1456421400","Krasnodar","Sparta Prague ","TEAM2","2.1","3.5","3.4"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456416000","1456421400","Lazio","Galatasaray ","TEAM1","1.49","6.85","4.23"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456416000","1456421400","Liverpool","Augsburg ","TEAM1","1.41","8.21","4.55"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456416000","1456421400","Rapid Vienna","Valencia ","TEAM2","2.34","3.04","3.42"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456416000","1456421400","Schalke","Shakhtar Donetsk ","TEAM2","1.7","4.9","4.0"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456408800","1456414200","Lokomotiv Moscow","Fenerbahce ","DRAW","2.8","2.65","3.15"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1456326000","1456331400","Braga","Sion ","DRAW","1.67","5.32","3.77"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1455818700","1455824100","Augsburg","Liverpool ","DRAW","4.27","1.85","3.63"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1455818700","1455824100","Galatasaray","Lazio ","DRAW","3.2","2.25","3.2"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1455818700","1455824100","Shakhtar Donetsk","Schalke ","DRAW","2.54","2.83","3.26"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1455818700","1455824100","Sion","Braga ","TEAM2","2.97","2.56","3.07"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2015-2016/results/","1455818700","1455824100","Sparta Prague","Krasnodar ","TEAM1","2.0","3.9","3.38"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1432745100","1432750500","Dnipro","Sevilla ","TEAM2","5.71","1.69","3.69"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1431623100","1431628500","Dnipro","Napoli ","TEAM1","3.98","1.97","3.49"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1431623100","1431628500","Fiorentina","Sevilla ","TEAM2","2.09","3.35","3.75"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1431018300","1431023700","Napoli","Dnipro ","DRAW","1.39","8.51","4.68"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1431018300","1431023700","Sevilla","Fiorentina ","TEAM1","1.7","5.02","3.79"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1429808700","1429814100","Dnipro","Club Brugge KV ","TEAM1","2.02","3.93","3.32"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1429808700","1429814100","Fiorentina","Dyn. Kyiv ","TEAM1","1.69","5.17","3.78"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1429808700","1429814100","Napoli","Wolfsburg ","DRAW","2.07","3.32","3.79"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1429808700","1429814100","Zenit Petersburg","Sevilla ","DRAW","2.34","3.04","3.4"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1429203900","1429209300","Club Brugge KV","Dnipro ","DRAW","2.1","3.77","3.26"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1429203900","1429209300","Dyn. Kyiv","Fiorentina ","DRAW","2.32","3.2","3.25"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1429203900","1429209300","Sevilla","Zenit Petersburg ","TEAM1","1.65","5.77","3.67"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1429203900","1429209300","Wolfsburg","Napoli ","TEAM2","1.85","4.23","3.7"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426788300","1426793700","Ajax","Dnipro ","TEAM1","1.8","4.56","3.51"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426788300","1426793700","Besiktas","Club Brugge KV ","TEAM2","1.93","3.86","3.55"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426788300","1426793700","Inter","Wolfsburg ","TEAM2","2.59","2.57","3.6"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426788300","1426793700","Sevilla","Villarreal ","TEAM1","2.34","2.9","3.53"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426788300","1426793700","Torino","Zenit Petersburg ","TEAM1","2.68","2.73","3.19"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426780800","1426786200","AS Roma","Fiorentina ","TEAM2","2.16","3.53","3.33"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426780800","1426786200","Dyn. Kyiv","Everton ","TEAM1","2.11","3.48","3.38"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426777200","1426782600","Dynamo Moscow","Napoli ","DRAW","2.87","2.42","3.4"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426183500","1426188900","Everton","Dyn. Kyiv ","TEAM1","2.21","3.41","3.24"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426183500","1426188900","Fiorentina","AS Roma ","DRAW","2.41","3.12","3.16"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426183500","1426188900","Napoli","Dynamo Moscow ","TEAM1","1.55","6.37","4.09"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426183500","1426188900","Villarreal","Sevilla ","TEAM2","1.96","3.92","3.49"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426176000","1426181400","Club Brugge KV","Besiktas ","TEAM1","2.04","3.83","3.29"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426176000","1426181400","Dnipro","Ajax ","TEAM1","2.14","3.49","3.32"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426176000","1426181400","Wolfsburg","Inter ","TEAM1","1.64","5.13","4.12"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1426172400","1426177800","Zenit Petersburg","Torino ","TEAM1","1.66","5.88","3.6"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424973900","1424979300","Ath Bilbao","Torino ","TEAM2","1.93","4.33","3.38"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424973900","1424979300","Club Brugge KV","Aalborg ","TEAM1","1.41","8.15","4.53"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424973900","1424979300","Everton","Young Boys ","TEAM1","1.66","5.24","3.86"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424973900","1424979300","Feyenoord","AS Roma ","TEAM2","2.93","2.48","3.3"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424973900","1424979300","Napoli","Trabzonspor ","TEAM1","1.39","8.4","4.73"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424973900","1424979300","Olympiakos Piraeus","Dnipro ","DRAW","1.72","5.19","3.55"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424973900","1424979300","Sporting","Wolfsburg ","DRAW","2.6","2.64","3.41"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424966400","1424971800","B. Monchengladbach","Sevilla ","TEAM2","2.13","3.48","3.35"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424966400","1424971800","Besiktas","Liverpool ","TEAM1","2.96","2.41","3.31"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424966400","1424971800","Dyn. Kyiv","Guingamp ","TEAM1","1.61","6.05","3.71"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424966400","1424971800","Fiorentina","Tottenham ","TEAM1","1.94","3.93","3.56"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424966400","1424971800","Inter","Celtic ","TEAM1","1.57","5.93","4.05"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424966400","1424971800","Legia","Ajax ","TEAM2","2.25","3.23","3.32"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424966400","1424971800","Salzburg","Villarreal ","TEAM2","2.63","2.54","3.5"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424962800","1424968200","Dynamo Moscow","Anderlecht ","TEAM1","1.8","4.58","3.57"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424962800","1424968200","Zenit Petersburg","PSV ","TEAM1","1.81","4.41","3.68"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424369100","1424374500","Guingamp","Dyn. Kyiv ","TEAM1","2.75","2.72","3.12"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424369100","1424374500","Liverpool","Besiktas ","TEAM1","1.61","5.92","3.81"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424369100","1424374500","Sevilla","B. Monchengladbach ","TEAM1","1.82","4.39","3.5"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424369100","1424374500","Tottenham","Fiorentina ","DRAW","2.44","2.91","3.38"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2014-2015/results/","1424369100","1424374500","Villarreal","Salzburg ","TEAM1","1.59","5.57","4.04"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1400085900","1400091300","Sevilla","Benfica ","TEAM1","3.08","2.33","3.23"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1398963900","1398969300","Juventus","Benfica ","DRAW","1.54","5.88","4.05"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1398963900","1398969300","Valencia","Sevilla ","TEAM1","2.09","3.26","3.55"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1398359100","1398364500","Benfica","Juventus ","TEAM1","2.72","2.78","3.01"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1398359100","1398364500","Sevilla","Valencia ","TEAM1","1.73","4.63","3.71"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1397149500","1397154900","Benfica","AZ Alkmaar ","TEAM1","1.28","11.0","5.13"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1397149500","1397154900","Juventus","Lyon ","TEAM1","1.3","10.56","4.99"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1397149500","1397154900","Sevilla","FC Porto ","TEAM1","1.86","4.09","3.58"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1397149500","1397154900","Valencia","Basel ","TEAM1","1.48","5.88","4.51"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1396544700","1396550100","AZ Alkmaar","Benfica ","TEAM2","4.83","1.73","3.6"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1396544700","1396550100","Basel","Valencia ","TEAM1","3.01","2.34","3.26"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1396544700","1396550100","FC Porto","Sevilla ","TEAM1","1.99","3.74","3.4"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1396544700","1396550100","Lyon","Juventus ","TEAM2","5.78","1.59","3.78"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1395338700","1395344100","Betis","Sevilla ","TEAM2","3.7","1.96","3.46"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1395338700","1395344100","Napoli","FC Porto ","DRAW","1.89","4.06","3.45"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1395338700","1395344100","Salzburg","Basel ","TEAM2","1.44","6.75","4.38"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1395331200","1395336600","Benfica","Tottenham ","DRAW","1.56","5.75","4.0"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1395331200","1395336600","Fiorentina","Juventus ","TEAM2","4.36","1.83","3.45"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1395331200","1395336600","Plzen","Lyon ","TEAM1","2.28","3.05","3.31"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1395331200","1395336600","Valencia","Ludogorets ","TEAM1","1.46","6.91","4.21"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1395327600","1395333000","FK Anzi Makhackala","AZ Alkmaar ","DRAW","2.16","3.43","3.18"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1394733900","1394739300","AZ Alkmaar","FK Anzi Makhackala ","TEAM1","1.77","4.86","3.39"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1394733900","1394739300","Juventus","Fiorentina ","DRAW","1.41","8.06","4.29"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1394733900","1394739300","Lyon","Plzen ","TEAM1","1.8","4.71","3.34"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1394733900","1394739300","Sevilla","Betis ","TEAM2","1.51","6.13","4.18"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1394733900","1394739300","Tottenham","Benfica ","TEAM2","2.41","2.91","3.26"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1394726400","1394731800","Basel","Salzburg ","DRAW","3.53","2.04","3.4"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1394726400","1394731800","FC Porto","Napoli ","TEAM1","2.04","3.6","3.39"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1394726400","1394731800","Ludogorets","Valencia ","TEAM2","3.69","2.05","3.26"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393524300","1393529700","AZ Alkmaar","Liberec ","DRAW","1.54","6.0","4.0"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393524300","1393529700","Benfica","PAOK ","TEAM1","1.46","7.19","4.15"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393524300","1393529700","Fiorentina","Esbjerg ","DRAW","1.22","12.88","5.88"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393524300","1393529700","Genk","FK Anzi Makhackala ","TEAM2","2.24","3.34","3.11"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393524300","1393529700","Lyon","Ch. Odessa ","TEAM1","1.49","7.09","3.91"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393524300","1393529700","Tottenham","Dnipro ","TEAM1","1.64","5.1","3.86"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393524300","1393529700","Trabzonspor","Juventus ","TEAM2","5.81","1.58","3.9"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393524300","1393529700","Valencia","Dyn. Kyiv ","DRAW","1.84","4.31","3.43"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393516800","1393522200","Basel","Maccabi Tel Aviv ","TEAM1","1.7","5.18","3.55"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393516800","1393522200","Eintracht Frankfurt","FC Porto ","DRAW","3.29","2.11","3.46"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393516800","1393522200","Ludogorets","Lazio ","DRAW","3.04","2.36","3.2"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393516800","1393522200","Napoli","Swansea ","TEAM1","1.52","6.21","4.08"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393516800","1393522200","Salzburg","Ajax ","TEAM1","1.55","5.46","4.31"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393516800","1393522200","Sevilla","Maribor ","TEAM1","1.25","10.88","5.8"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393516800","1393522200","Shakhtar Donetsk","Plzen ","TEAM2","1.38","8.19","4.5"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1393513200","1393518600","Rubin Kazan","Betis ","TEAM2","1.82","4.48","3.41"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1392919500","1392924900","Betis","Rubin Kazan ","DRAW","2.39","3.08","3.13"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1392919500","1392924900","FC Porto","Eintracht Frankfurt ","DRAW","1.51","6.65","3.93"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1392919500","1392924900","Lazio","Ludogorets ","TEAM2","1.75","5.1","3.35"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1392919500","1392924900","Maribor","Sevilla ","DRAW","6.21","1.54","3.98"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2013-2014/results/","1392919500","1392924900","Swansea","Napoli ","DRAW","3.38","2.13","3.34"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2012-2013/results/","1368636300","1368641700","Benfica","Chelsea","TEAM2","2.84","2.5","3.18"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2012-2013/results/","1367514300","1367519700","Benfica","Fenerbahce ","TEAM1","1.4","7.25","4.54"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2012-2013/results/","1367514300","1367519700","Chelsea","Basel ","TEAM1","1.54","5.75","4.13"
"Europa League","Europe","http://www.oddsportal.com/soccer/europe/europa-league-2012-2013/results/","1366909500","1366914900","Basel","Chelsea ","TEAM2","2.77","2.45","3.32"
